,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
6618,2839730,Yes,0.0,30,E1,27.78,27.78,0.0,No,No,Female,Direct,1,INFRA,Noida,24,Joined
6620,2839756,Yes,21.189619305179946,30,E2,29.82,29.82,0.0,No,No,Male,Employee Referral,3,CORP,Chennai,29,Joined
6623,2839827,No,50.0,45,E2,57.14,42.86,-9.09,No,Yes,Male,Employee Referral,3,INFRA,Bangalore,29,Joined
6626,2839869,No,20.0,30,E2,55.84,55.84,0.0,No,No,Female,Agency,5,Healthcare,Bangalore,28,Joined
6628,2839897,Yes,12.0,45,E2,42.86,42.86,0.0,No,No,Male,Employee Referral,6,INFRA,Noida,27,Joined
6632,2840002,Yes,6.0,30,E1,73.75,62.16,-6.67,No,No,Male,Direct,3,ERS,Chennai,27,Not Joined
6634,2840089,Yes,1.0,60,E2,35.18,35.18,0.0,No,No,Male,Agency,5,INFRA,Chennai,31,Not Joined
6636,2840873,No,14.0,30,E2,21.95,30.49,7.0,No,No,Female,Agency,10,INFRA,Chennai,31,Joined
6637,2840916,Yes,54.0,60,E2,28.21,28.21,0.0,No,No,Male,Direct,5,ETS,Noida,28,Not Joined
6639,2840939,No,21.189619305179946,30,E2,32.49,20.97,-8.7,No,No,Male,Agency,7,ERS,Bangalore,31,Not Joined
6643,2841114,Yes,8.0,60,E1,27.27,9.09,-14.29,No,No,Female,Employee Referral,1,INFRA,Noida,29,Joined
6645,2841141,Yes,54.0,90,E2,34.33,37.31,2.22,No,No,Male,Direct,5,INFRA,Noida,30,Joined
6646,2841152,Yes,31.0,30,E1,50.0,65.0,10.0,No,No,Female,Direct,2,INFRA,Chennai,30,Joined
6647,2842322,Yes,0.0,30,E1,80.0,37.77201584732044,-2.0789156941299427,No,No,Male,Direct,3,Healthcare,Chennai,27,Not Joined
6648,2845253,No,21.189619305179946,0,E2,4.76,2.86,-1.82,No,No,Male,Direct,8,ETS,Hyderabad,31,Not Joined
6651,2845493,Yes,35.0,30,E1,29.63,9.26,-15.71,No,No,Male,Agency,5,ERS,Hyderabad,30,Joined
6652,2845526,No,3.0,30,E2,46.15,30.77,-10.53,No,No,Male,Agency,6,ERS,Hyderabad,28,Not Joined
6657,2845598,Yes,12.0,60,E2,62.5,62.5,0.0,No,No,Male,Employee Referral,9,ETS,Bangalore,32,Joined
6659,2845645,Yes,41.0,60,E2,41.18,23.53,-12.5,Yes,No,Male,Direct,7,ERS,Chennai,36,Joined
6660,2845661,No,21.189619305179946,30,E1,26.91,26.91,0.0,No,No,Female,Employee Referral,5,ETS,Bangalore,29,Not Joined
6662,2845725,Yes,7.0,30,E2,37.5,37.5,0.0,No,No,Male,Direct,4,INFRA,Hyderabad,27,Joined
6663,2845739,No,1.0,60,E2,14.36,0.2,-12.38,No,No,Male,Employee Referral,8,CSMP,Noida,32,Joined
6664,2845771,Yes,21.189619305179946,30,E3,4.06,4.06,0.0,No,No,Male,Agency,9,EAS,Chennai,40,Not Joined
6666,2845792,Yes,6.0,30,E2,26.87,19.95,-5.45,No,No,Male,Direct,6,CSMP,Noida,29,Not Joined
6667,2845861,Yes,51.0,30,E1,23.08,23.08,0.0,No,No,Male,Agency,4,EAS,Chennai,31,Joined
6669,2845886,No,21.189619305179946,90,E3,41.83766269635767,42.86,-2.0789156941299427,No,No,Male,Direct,6,INFRA,Noida,33,Not Joined
6670,2845887,No,0.0,30,E1,42.86,42.86,0.0,No,No,Male,Direct,0,AXON,Noida,25,Joined
6671,2845915,No,18.0,90,E2,45.91,45.91,0.0,No,No,Male,Agency,4,INFRA,Chennai,30,Joined
6672,2845940,No,1.0,0,E1,51.16,62.79,7.69,Yes,No,Male,Direct,4,BFSI,Mumbai,26,Joined
6673,2845950,Yes,2.0,60,E1,41.83766269635767,33.33,-2.0789156941299427,No,No,Male,Direct,3,ERS,Chennai,26,Not Joined
6674,2845955,Yes,21.189619305179946,60,E1,54.76,54.76,0.0,No,No,Male,Direct,3,ETS,Noida,25,Not Joined
6675,2845974,No,21.189619305179946,60,E4,42.86,42.86,0.0,No,No,Male,Employee Referral,6,INFRA,Noida,33,Joined
6676,2846024,Yes,41.0,60,E2,42.86,42.86,0.0,No,No,Male,Direct,10,INFRA,Chennai,32,Joined
6679,2846308,No,0.0,30,E2,66.67,66.67,0.0,No,No,Male,Direct,5,INFRA,Noida,27,Joined
6680,2846349,Yes,11.0,30,E1,64.29,64.29,0.0,No,No,Male,Direct,2,INFRA,Mumbai,25,Joined
6681,2846426,Yes,2.0,60,E2,42.86,42.86,0.0,No,No,Female,Employee Referral,2,INFRA,Bangalore,23,Joined
6682,2846772,Yes,43.0,30,E1,69.27,69.27,0.0,No,No,Male,Employee Referral,2,ERS,Chennai,25,Joined
6683,2848137,No,2.0,60,E2,32.51,32.51,0.0,No,No,Male,Employee Referral,8,INFRA,Chennai,32,Joined
6684,2850069,Yes,21.189619305179946,60,E2,13.04,7.83,-4.62,No,No,Male,Agency,6,EAS,Chennai,30,Not Joined
6685,2850104,No,8.0,45,E1,-1.43,-1.43,0.0,No,No,Female,Direct,6,BFSI,Chennai,29,Joined
6686,2850132,Yes,35.0,30,E2,17.85,9.43,-7.14,No,Yes,Male,Agency,8,EAS,Chennai,34,Joined
6689,2850388,Yes,53.0,60,E1,48.94,38.3,-7.14,No,No,Male,Agency,4,BFSI,Bangalore,29,Not Joined
6690,2850404,Yes,43.0,30,E2,36.84,26.32,-7.69,No,No,Male,Direct,8,BFSI,Bangalore,38,Not Joined
6691,2850422,Yes,15.0,30,E2,11.11,11.11,0.0,No,No,Male,Agency,6,ERS,Bangalore,33,Joined
6692,2850425,Yes,49.0,60,E2,55.56,38.89,-10.71,Yes,No,Male,Direct,8,ERS,Bangalore,33,Joined
6694,2850451,No,20.0,30,E1,41.34,28.3,-9.23,No,No,Male,Agency,5,ERS,Chennai,34,Not Joined
6696,2850497,No,20.0,30,E1,41.03,28.21,-9.09,No,No,Male,Direct,3,BFSI,Bangalore,28,Joined
6697,2850508,Yes,32.0,30,E1,30.95,30.95,0.0,No,No,Male,Direct,3,BFSI,Bangalore,26,Joined
6698,2850556,Yes,37.0,45,E2,21.43,17.86,-2.94,Yes,Yes,Male,Employee Referral,7,AXON,Noida,32,Joined
6700,2850603,No,21.189619305179946,30,E2,35.38,35.38,0.0,No,No,Male,Direct,6,BFSI,Noida,30,Not Joined
6703,2850668,Yes,5.0,30,E1,20.37,20.37,0.0,No,No,Male,Direct,4,EAS,Chennai,30,Joined
6704,2850681,Yes,22.0,60,E3,30.77,30.77,0.0,No,No,Male,Direct,10,ERS,Bangalore,39,Joined
6705,2850716,No,21.189619305179946,30,E2,39.51,39.51,0.0,No,No,Male,Direct,7,CORP,Noida,30,Joined
6708,2850768,Yes,4.0,60,E2,36.78,27.66,-6.67,No,No,Male,Direct,9,BFSI,Chennai,33,Joined
6709,2850789,No,5.0,60,E1,10.64,10.64,0.0,No,No,Female,Employee Referral,1,INFRA,Noida,24,Joined
6714,2850993,Yes,16.0,30,E1,25.0,26.25,1.0,No,No,Male,Agency,3,ERS,Chennai,28,Not Joined
6716,2851076,Yes,56.0,30,E2,30.0,25.0,-3.85,No,No,Male,Direct,6,EAS,Bangalore,32,Not Joined
6718,2851104,Yes,8.0,60,E2,30.43,21.74,-6.67,No,No,Male,Direct,9,EAS,Chennai,32,Not Joined
6722,2851255,No,2.0,30,E1,25.0,25.0,0.0,No,No,Male,Employee Referral,2,BFSI,Bangalore,32,Joined
6723,2851276,Yes,50.0,45,E2,37.5,28.6,-6.47,No,Yes,Male,Employee Referral,6,INFRA,Noida,28,Joined
6726,2852824,No,13.0,30,E1,41.03,41.03,0.0,No,No,Male,Employee Referral,3,INFRA,Chennai,27,Joined
6730,2855119,Yes,22.0,30,E1,20.0,31.58,9.65,No,No,Female,Direct,4,EAS,Chennai,34,Joined
6732,2855569,No,0.0,60,E1,33.33,33.33,0.0,No,No,Female,Agency,5,ERS,Noida,29,Joined
6733,2855595,No,4.0,60,E1,33.33,40.0,5.0,No,No,Male,Agency,3,ERS,Noida,28,Not Joined
6734,2855598,Yes,1.0,30,E2,20.37,20.37,0.0,Yes,No,Male,Agency,7,ETS,Bangalore,32,Joined
6736,2855621,Yes,3.0,60,E1,33.33,22.22,-8.33,No,No,Female,Agency,3,ERS,Noida,26,Not Joined
6737,2855626,Yes,10.0,30,E1,16.67,-4.17,-17.86,Yes,Yes,Female,Agency,4,ERS,Chennai,27,Joined
6738,2855655,Yes,21.189619305179946,30,E2,43.68,36.49,-5.0,No,No,Male,Direct,7,CSMP,Gurgaon,31,Not Joined
6739,2855681,Yes,2.0,60,E1,47.73,47.73,0.0,No,No,Male,Direct,4,Healthcare,Chennai,32,Joined
6740,2855692,No,4.0,45,E1,45.45,60.61,10.42,No,No,Male,Agency,3,ERS,Chennai,27,Joined
6741,2855779,Yes,21.189619305179946,30,E2,30.43,26.81,-2.78,No,No,Female,Employee Referral,3,SALES,Noida,29,Joined
6742,2855857,Yes,10.0,30,E2,35.14,35.14,0.0,No,No,Male,Employee Referral,6,INFRA,Noida,33,Not Joined
6743,2855949,No,24.0,60,E1,71.43,64.29,-4.17,No,No,Male,Agency,3,ERS,Chennai,26,Not Joined
6745,2855995,No,1.0,90,E1,21.74,13.04,-7.14,No,No,Male,Agency,3,BFSI,Chennai,25,Not Joined
6747,2856140,No,35.0,30,E1,50.0,50.0,0.0,No,No,Male,Employee Referral,2,BFSI,Mumbai,31,Joined
6748,2856163,Yes,11.0,30,E1,36.9,36.9,0.0,No,No,Male,Direct,3,AXON,Bangalore,27,Not Joined
6750,2856204,Yes,55.0,60,E2,26.67,33.33,5.26,No,No,Male,Agency,7,ERS,Chennai,32,Joined
6751,2856249,Yes,21.189619305179946,30,E1,14.29,14.29,0.0,No,No,Male,Direct,3,AXON,Bangalore,34,Not Joined
6753,2856285,No,1.0,60,E1,77.78,48.89,-16.25,No,No,Male,Direct,3,AXON,Hyderabad,25,Not Joined
6755,2856357,No,11.0,30,E1,45.0,35.0,-6.9,No,No,Female,Employee Referral,3,ERS,Chennai,26,Not Joined
6756,2856490,No,6.0,30,E1,28.57,28.57,0.0,No,No,Male,Direct,3,AXON,Bangalore,25,Joined
6757,2856528,No,4.0,30,E1,42.86,30.95,-8.33,No,No,Male,Direct,4,ERS,Chennai,28,Joined
6758,2856554,No,21.189619305179946,30,E1,14.29,7.14,-6.25,No,No,Male,Direct,3,AXON,Hyderabad,26,Not Joined
6759,2856582,No,1.0,30,E1,33.33,22.22,-8.33,No,No,Male,Agency,3,ERS,Noida,29,Joined
6760,2856999,Yes,52.0,30,E1,66.67,66.67,0.0,No,No,Male,Direct,3,MMS,Chennai,27,Joined
6761,2857109,No,21.189619305179946,45,E1,30.43,37.77201584732044,-2.0789156941299427,No,No,Female,Direct,1,Healthcare,Noida,26,Not Joined
6762,2857145,No,1.0,30,E1,61.36,37.77201584732044,-2.0789156941299427,No,No,Male,Direct,2,Healthcare,Noida,26,Not Joined
6763,2858654,No,12.0,30,E1,56.25,46.88,-6.0,No,Yes,Male,Agency,3,ERS,Chennai,28,Joined
6764,2858717,Yes,0.0,30,E1,4.17,4.17,0.0,No,No,Female,Direct,4,ETS,Bangalore,27,Joined
6765,2858746,Yes,21.189619305179946,30,E1,31.58,40.35,6.67,No,No,Male,Agency,3,CSMP,Noida,25,Not Joined
6766,2858761,No,21.189619305179946,90,E1,28.44,37.61,7.14,No,No,Male,Agency,4,CSMP,Noida,27,Not Joined
6769,2859481,No,1.0,30,E2,52.78,45.83,-4.55,No,No,Male,Direct,5,AXON,Bangalore,26,Joined
6770,2859500,Yes,47.0,60,E2,8.49,1.89,-6.09,No,No,Female,Direct,7,AXON,Hyderabad,33,Joined
6774,2859590,No,21.189619305179946,30,E2,26.32,21.05,-4.17,No,No,Male,Direct,7,AXON,Hyderabad,33,Not Joined
6775,2859591,No,15.0,30,E2,40.0,30.0,-7.14,No,No,Male,Direct,6,AXON,Hyderabad,32,Not Joined
6776,2859620,No,40.0,30,E1,42.86,30.95,-8.33,No,No,Male,Direct,3,AXON,Chennai,27,Not Joined
6777,2859653,No,21.189619305179946,30,E1,51.79,39.29,-8.24,No,No,Male,Direct,4,AXON,Chennai,27,Not Joined
6778,2859678,No,6.0,30,E1,76.47,61.76,-8.33,No,No,Female,Direct,3,AXON,Hyderabad,26,Joined
6779,2859698,No,10.0,30,E2,61.54,50.0,-7.14,Yes,No,Male,Direct,6,AXON,Hyderabad,31,Joined
6780,2859738,Yes,32.0,30,E2,53.85,46.15,-5.0,No,No,Male,Direct,5,AXON,Bangalore,28,Not Joined
6781,2860294,Yes,-1.0,30,E1,-10.0,-10.0,0.0,No,No,Male,Employee Referral,3,INFRA,Mumbai,27,Joined
6782,2861256,No,0.0,45,E1,78.57,48.81,-16.67,No,No,Male,Direct,3,AXON,Hyderabad,26,Joined
6784,2861359,Yes,6.0,30,E1,23.08,4.62,-15.0,No,No,Male,Direct,3,AXON,Noida,26,Joined
6785,2861384,No,6.0,30,E1,20.69,17.24,-2.86,No,No,Male,Direct,4,AXON,Bangalore,28,Joined
6786,2861395,No,6.0,60,E1,59.57,32.98,-16.67,No,No,Male,Direct,3,AXON,Bangalore,26,Not Joined
6787,2861436,Yes,20.0,30,E1,66.67,38.89,-16.67,No,No,Male,Direct,3,AXON,Chennai,24,Joined
6788,2861450,No,21.189619305179946,30,E1,50.0,37.5,-8.33,No,No,Female,Direct,3,AXON,Bangalore,26,Not Joined
6789,2861455,Yes,3.0,60,E1,43.59,27.02,-11.54,No,No,Male,Direct,3,ERS,Chennai,26,Joined
6791,2861472,No,4.0,30,E1,68.83,55.84,-7.69,No,No,Female,Direct,3,AXON,Chennai,29,Joined
6792,2861501,Yes,14.0,30,E1,60.0,40.0,-12.5,No,No,Female,Direct,3,AXON,Noida,26,Joined
6794,2861545,No,1.0,30,E2,71.43,71.43,0.0,No,No,Male,Direct,5,ERS,Bangalore,28,Joined
6795,2861548,Yes,46.0,60,E1,20.0,28.0,6.67,No,No,Male,Agency,1,ERS,Chennai,24,Joined
6796,2861572,No,2.0,90,E1,69.23,55.38,-8.18,No,No,Male,Direct,3,BFSI,Chennai,26,Not Joined
6797,2861597,No,8.0,60,E1,58.97,43.59,-9.68,No,No,Male,Direct,3,BFSI,Chennai,26,Not Joined
6799,2861645,No,56.0,45,E1,71.88,50.0,-12.73,No,No,Female,Agency,3,ERS,Chennai,26,Joined
6801,2861708,No,1.0,30,E1,50.0,50.0,0.0,No,No,Male,Direct,3,INFRA,Chennai,24,Joined
6802,2861722,No,2.0,60,E1,41.83766269635767,32.81,-2.0789156941299427,No,No,Male,Direct,4,BFSI,Chennai,28,Not Joined
6803,2861723,No,0.0,30,E1,-3.73,-3.73,0.0,No,No,Male,Direct,2,INFRA,Hyderabad,28,Joined
6804,2861759,No,8.0,30,E3,10.34,6.9,-3.13,No,No,Male,Direct,10,ERS,Chennai,34,Not Joined
6805,2861802,Yes,21.0,60,E1,22.22,22.22,0.0,No,No,Male,Agency,2,ERS,Chennai,25,Joined
6806,2861806,Yes,11.0,30,E1,44.44,44.44,0.0,No,No,Male,Agency,2,ERS,Chennai,23,Joined
6807,2861824,Yes,21.0,30,E1,39.78,39.78,0.0,No,No,Male,Agency,2,ERS,Chennai,25,Joined
6808,2861830,Yes,39.0,30,E1,73.61,73.61,0.0,No,No,Female,Agency,2,ERS,Chennai,24,Joined
6812,2861879,Yes,4.0,30,E1,25.0,25.0,0.0,No,No,Male,Agency,1,ERS,Chennai,24,Joined
6814,2861897,Yes,13.0,30,E1,50.0,65.0,10.0,No,No,Male,Direct,3,INFRA,Chennai,28,Joined
6815,2861909,Yes,6.0,30,E1,26.77,26.77,0.0,No,No,Male,Direct,1,INFRA,Chennai,23,Joined
6816,2861911,No,5.0,30,E1,74.42,74.42,0.0,No,No,Male,Agency,2,ERS,Chennai,22,Joined
6819,2861955,Yes,20.0,30,E1,52.78,52.78,0.0,No,No,Male,Agency,2,ERS,Chennai,24,Joined
6820,2861988,No,6.0,30,E2,33.33,33.34,0.0,No,No,Male,Direct,6,INFRA,Noida,30,Joined
6823,2862024,Yes,7.0,30,E2,32.92,32.92,0.0,No,No,Male,Direct,9,INFRA,Noida,30,Not Joined
6824,2862031,No,1.0,30,E2,50.0,25.0,-16.67,No,No,Male,Direct,4,INFRA,Noida,29,Joined
6827,2862125,Yes,0.0,30,E2,30.0,30.0,0.0,No,No,Male,Direct,4,INFRA,Noida,31,Joined
6828,2862128,No,2.0,30,E1,66.67,60.0,-4.0,No,No,Male,Agency,1,INFRA,Noida,24,Joined
6829,2862132,Yes,40.0,30,E1,66.67,47.22,-11.67,No,No,Male,Direct,3,CSMP,Hyderabad,31,Joined
6830,2862136,No,3.0,30,E1,20.0,20.0,0.0,No,No,Female,Agency,1,INFRA,Noida,27,Joined
6831,2862227,Yes,21.189619305179946,30,E3,42.86,38.1,-3.33,No,No,Male,Direct,3,SALES,Noida,27,Joined
6832,2862243,No,1.0,30,E1,3.9,3.9,0.0,No,No,Female,Direct,2,ERS,Chennai,27,Joined
6833,2862249,Yes,50.0,45,E1,77.78,60.0,-10.0,No,No,Male,Direct,4,AXON,Hyderabad,27,Joined
6836,2865520,Yes,17.0,30,E1,34.88,34.88,0.0,No,No,Male,Direct,3,BFSI,Bangalore,24,Joined
6838,2865554,No,3.0,30,E1,20.0,6.67,-11.11,No,No,Male,Agency,3,BFSI,Chennai,28,Joined
6839,2865677,No,21.189619305179946,30,E1,27.45,17.65,-7.69,No,No,Male,Direct,3,ERS,Bangalore,28,Not Joined
6840,2865718,Yes,6.0,60,E1,41.83766269635767,64.58,-2.0789156941299427,No,No,Male,Direct,3,BFSI,Chennai,25,Not Joined
6841,2865776,No,21.189619305179946,60,E3,28.0,24.0,-3.12,No,No,Male,Agency,7,INFRA,Noida,32,Not Joined
6842,2865819,No,21.189619305179946,30,E1,30.43,30.44,0.0,No,No,Male,Direct,4,INFRA,Mumbai,28,Not Joined
6844,2865836,Yes,31.0,30,E1,47.69,36.75,-7.41,No,No,Male,Agency,3,ERS,Chennai,26,Not Joined
6845,2865854,No,1.0,60,E2,62.5,42.5,-12.31,No,No,Male,Employee Referral,8,BFSI,Bangalore,33,Joined
6846,2865855,No,21.189619305179946,30,E1,30.73,30.73,0.0,No,No,Male,Direct,2,INFRA,Mumbai,26,Not Joined
6847,2865859,Yes,21.0,60,E3,42.86,42.86,0.0,No,No,Male,Direct,7,INFRA,Noida,29,Joined
6848,2865860,No,0.0,60,E3,42.86,42.86,0.0,No,No,Male,Agency,9,INFRA,Noida,29,Joined
6849,2865969,No,6.0,30,E1,17.65,17.65,0.0,No,No,Male,Direct,3,ERS,Chennai,31,Joined
6850,2865988,Yes,14.0,30,E1,54.76,30.95,-15.38,No,No,Male,Direct,3,AXON,Noida,27,Not Joined
6851,2865992,Yes,19.0,30,E1,54.76,30.95,-15.38,No,No,Female,Direct,3,AXON,Noida,25,Not Joined
6852,2866008,No,37.0,60,E1,41.67,30.0,-8.24,Yes,No,Female,Direct,3,AXON,Noida,28,Not Joined
6854,2866069,No,0.0,30,E1,20.0,17.33,-2.22,No,No,Male,Agency,5,AXON,Chennai,29,Not Joined
6855,2866080,No,21.189619305179946,30,E1,79.31,49.43,-16.67,No,No,Male,Agency,3,ERS,Chennai,28,Not Joined
6856,2866100,Yes,7.0,30,E1,42.86,42.86,0.0,No,No,Male,Agency,3,BFSI,Bangalore,30,Joined
6857,2866105,Yes,5.0,30,E1,33.33,44.44,8.33,No,No,Male,Direct,4,CSMP,Chennai,27,Joined
6859,2866151,No,21.189619305179946,30,E1,66.67,66.67,0.0,No,No,Female,Direct,3,BFSI,Bangalore,28,Not Joined
6860,2866161,No,43.0,45,E1,50.0,50.0,0.0,No,No,Male,Direct,6,CSMP,Kolkata,29,Joined
6861,2866184,No,36.0,30,E1,36.36,36.36,0.0,No,No,Male,Agency,3,BFSI,Bangalore,27,Joined
6862,2866190,No,1.0,30,E1,55.56,35.33,-13.0,No,No,Male,Agency,4,BFSI,Bangalore,31,Joined
6863,2866200,Yes,16.0,30,E1,54.76,40.48,-9.23,No,No,Female,Agency,3,BFSI,Bangalore,27,Not Joined
6865,2866203,Yes,2.0,60,E1,34.58,34.58,0.0,No,No,Male,Employee Referral,4,Healthcare,Noida,27,Joined
6866,2866217,No,8.0,30,E1,37.5,37.5,0.0,No,No,Male,Agency,3,BFSI,Bangalore,28,Not Joined
6868,2866232,No,8.0,30,E2,31.25,31.25,0.0,No,No,Male,Direct,10,INFRA,Noida,39,Joined
6869,2866253,Yes,6.0,30,E2,72.41,69.54,-1.67,No,No,Male,Direct,6,BFSI,Bangalore,29,Joined
6870,2866274,Yes,45.0,30,E1,34.62,44.23,7.15,No,No,Male,Direct,3,INFRA,Mumbai,27,Joined
6871,2866276,Yes,18.0,60,E2,31.58,31.58,0.0,No,No,Male,Direct,5,BFSI,Bangalore,33,Joined
6874,2866319,No,3.0,30,E1,56.25,40.63,-10.0,No,No,Male,Agency,3,BFSI,Bangalore,27,Not Joined
6875,2866346,No,3.0,30,E1,25.0,4.17,-16.67,No,No,Male,Agency,3,BFSI,Bangalore,34,Not Joined
6877,2866366,Yes,14.0,30,E2,22.22,22.22,0.0,No,No,Male,Direct,8,ERS,Bangalore,37,Joined
6879,2866437,No,15.0,30,E1,22.45,12.24,-8.33,No,No,Male,Direct,4,BFSI,Bangalore,31,Joined
6883,2866523,Yes,14.0,30,E1,22.22,22.22,0.0,No,No,Male,Direct,5,ERS,Bangalore,34,Joined
6884,2866529,Yes,30.0,30,E1,21.95,34.15,10.0,No,No,Male,Agency,3,ERS,Chennai,28,Joined
6885,2866546,Yes,21.189619305179946,30,E1,30.95,30.95,0.0,No,No,Male,Direct,3,BFSI,Bangalore,27,Not Joined
6886,2866552,No,39.0,30,E1,72.41,55.17,-10.0,No,No,Female,Direct,3,BFSI,Bangalore,26,Joined
6887,2866578,No,2.0,60,E2,50.0,50.0,0.0,No,No,Male,Direct,9,BFSI,Bangalore,32,Joined
6888,2866591,Yes,49.0,60,E1,19.23,19.23,0.0,No,No,Male,Direct,3,BFSI,Bangalore,30,Joined
6889,2866622,No,21.189619305179946,60,E1,17.65,1.47,-13.75,No,No,Male,Direct,5,ERS,Chennai,27,Not Joined
6890,2866639,Yes,33.0,60,E1,20.37,27.78,6.15,Yes,No,Male,Direct,4,ERS,Chennai,28,Not Joined
6891,2866644,Yes,19.0,30,E1,27.27,18.18,-7.14,No,No,Male,Agency,5,CSMP,Noida,37,Joined
6892,2866688,Yes,40.0,30,E1,53.06,32.65,-13.33,No,No,Male,Employee Referral,4,BFSI,Bangalore,26,Joined
6893,2866734,Yes,34.0,30,E1,34.44,34.44,0.0,No,No,Male,Direct,7,ERS,Bangalore,28,Joined
6894,2866741,Yes,21.189619305179946,90,E2,26.51,20.48,-4.76,No,Yes,Male,Direct,8,CORP,Chennai,34,Joined
6895,2866848,No,28.0,45,E1,52.48,23.76,-18.83,No,Yes,Female,Direct,4,ERS,Bangalore,29,Joined
6896,2866858,No,15.0,60,E2,25.0,37.77201584732044,-2.0789156941299427,No,No,Male,Employee Referral,6,INFRA,Hyderabad,31,Not Joined
6897,2868182,Yes,2.0,60,E2,39.53,36.05,-2.5,No,No,Male,Employee Referral,7,EAS,Noida,31,Joined
6898,2913666,No,1.0,60,E3,20.48,32.53,10.0,No,Yes,Male,Agency,6,INFRA,Chennai,29,Joined
6899,2919789,Yes,6.0,60,E1,37.5,16.25,-15.45,No,No,Male,Employee Referral,4,ERS,Chennai,28,Not Joined
6900,2921220,Yes,50.0,60,E2,21.21,12.55,-7.14,No,No,Male,Direct,7,ETS,Chennai,32,Joined
6901,2921379,Yes,39.0,60,E1,58.05,43.68,-9.09,No,No,Male,Direct,3,BFSI,Bangalore,27,Not Joined
6904,2923760,Yes,21.189619305179946,30,E1,7.41,7.41,0.0,No,No,Female,Direct,3,BFSI,Bangalore,28,Not Joined
6909,2925882,No,21.189619305179946,75,E2,38.89,33.33,-4.0,No,No,Male,Agency,8,ETS,Bangalore,32,Not Joined
6911,2926842,No,21.189619305179946,30,E1,40.0,40.0,0.0,No,No,Male,Agency,4,ETS,Bangalore,28,Not Joined
6913,2930083,No,21.189619305179946,90,E3,41.83766269635767,-3.0,-2.0789156941299427,No,No,Male,Direct,10,ERS,Noida,35,Not Joined
6915,2930963,No,21.189619305179946,60,E1,53.85,48.72,-3.33,No,No,Male,Direct,3,ETS,Bangalore,26,Not Joined
6916,2931593,Yes,5.0,60,E1,25.0,25.0,0.0,No,No,Male,Direct,3,AXON,Kolkata,28,Joined
6917,2935983,No,21.189619305179946,30,E1,50.0,25.0,-16.67,No,No,Female,Agency,1,INFRA,Noida,23,Not Joined
6919,2936891,No,4.0,30,E1,44.58,40.56,-2.78,No,No,Male,Agency,3,ERS,Bangalore,27,Joined
6920,2938513,Yes,7.0,60,E1,29.03,39.78,8.33,No,No,Male,Direct,4,CSMP,Noida,28,Joined
6921,2938869,No,25.0,30,E1,25.0,13.46,-9.23,No,No,Male,Agency,4,CSMP,Hyderabad,30,Joined
6922,2939085,Yes,2.0,60,E1,48.65,59.46,7.27,No,No,Female,Direct,4,CSMP,Noida,28,Joined
6923,2939639,Yes,15.0,60,E1,54.76,35.71,-12.31,No,No,Male,Direct,3,CSMP,Noida,29,Joined
6924,2941267,Yes,42.0,30,E2,28.79,28.79,0.0,No,No,Female,Direct,7,BFSI,Bangalore,31,Joined
6925,2941839,Yes,1.0,30,E1,28.57,28.57,0.0,No,No,Female,Agency,1,INFRA,Noida,23,Joined
6927,2943720,No,2.0,30,E2,30.95,30.95,0.0,No,No,Male,Employee Referral,4,INFRA,Chennai,24,Joined
6929,2946306,Yes,9.0,30,E1,33.33,31.11,-1.67,No,No,Male,Direct,3,ERS,Noida,27,Joined
6931,2948419,Yes,1.0,30,E1,38.89,25.0,-10.0,No,No,Male,Direct,3,ERS,Chennai,25,Not Joined
6933,2953172,No,1.0,30,E1,50.0,37.5,-8.33,No,No,Male,Agency,1,INFRA,Noida,25,Not Joined
6934,2954038,Yes,21.189619305179946,30,E0,41.83766269635767,37.77201584732044,0.0,No,No,Male,Direct,0,CORP,Noida,24,Joined
6937,2960556,Yes,30.0,60,E1,36.36,13.64,-16.67,Yes,Yes,Male,Employee Referral,5,AXON,Noida,35,Joined
6939,2961266,Yes,13.0,60,E1,31.82,31.82,0.0,Yes,Yes,Female,Direct,2,ERS,Chennai,25,Joined
6940,2965288,No,38.0,30,E2,34.15,34.15,0.0,Yes,No,Male,Direct,2,INFRA,Noida,25,Joined
6941,2968733,No,1.0,30,E1,36.36,37.77201584732044,-2.0789156941299427,No,No,Male,Direct,1,Healthcare,Chennai,24,Not Joined
6944,2970308,Yes,10.0,30,E2,42.86,42.86,0.0,No,No,Male,Employee Referral,4,INFRA,Chennai,26,Joined
6945,2970677,Yes,21.0,90,E1,40.0,30.0,-7.14,No,No,Male,Employee Referral,3,ERS,Bangalore,28,Not Joined
6946,3014902,No,5.0,30,E1,37.14,37.14,0.0,No,No,Male,Agency,3,CSMP,Noida,40,Joined
6947,3017704,Yes,42.0,30,E2,42.86,25.0,-12.5,No,No,Male,Agency,6,ERS,Chennai,33,Not Joined
6949,3018460,Yes,9.0,30,E1,46.34,34.15,-8.33,No,No,Male,Agency,5,ETS,Chennai,31,Joined
6950,3021598,Yes,12.0,30,E1,27.78,26.67,-0.87,No,No,Male,Employee Referral,5,AXON,Hyderabad,29,Joined
